customer_id,customer_name,gender,age,city,state,signup_date,acquisition_channel,customer_segment
C101956,Aditya Varma,Female,34.0,Visakhapatnam,Andhra Pradesh,2025-01-20,Organic Search,Premium
C101957,Sanjay Patel,Male,41.0,Bengaluru,Karnataka,2025-01-23,Referral,Standard
C101958,Sai Gupta,Female,41.0,Hyderabad,Telangana,2025-04-27,Organic Search,Premium
C101959,Sanjay Das,Male,56.0,Kolkata,West Bengal,2024-05-16,Organic Search,Standard
C101960,Sanjay Singh,Male,65.0,Kakinada,Andhra Pradesh,2025-09-04,Email,Standard
C101961,Sai Gupta,Male,65.0,Pune,Maharashtra,2025-12-22,Google Ads,Standard
C101962,Vihaan Varma,Female,21.0,Bengaluru,Karnataka,2024-04-14,Google Ads,Standard
C101963,Sai Das,Male,53.0,Pune,Maharashtra,2025-08-20,Email,Basic
C101964,Divya Varma,Male,52.0,Mumbai,Maharashtra,2025-08-19,Email,Standard
C101965,Rahul Das,Male,59.0,Visakhapatnam,Andhra Pradesh,2025-06-25,Google Ads,Premium
C101966,Aarav Naidu,Female,38.0,Kolkata,West Bengal,2024-09-27,Google Ads,Standard
C101967,Vihaan Naidu,Male,42.0,Delhi,Delhi,2024-12-08,Instagram,Standard
C101968,Sneha Varma,Female,39.0,Kolkata,West Bengal,2025-09-04,Instagram,Standard
C101969,Meera Naidu,Male,35.0,Kolkata,West Bengal,2024-04-21,Referral,Standard
C101970,Kiran Varma,Female,29.0,Kolkata,West Bengal,2025-08-27,Organic Search,Standard
C101971,Kiran Sharma,Male,48.0,Delhi,Delhi,2025-11-03,Organic Search,Standard
C101972,Sai Gupta,Female,18.0,Pune,Maharashtra,2025-05-12,YouTube,Standard
C101973,Ananya Naidu,Male,53.0,Hyderabad,Telangana,2024-09-06,Email,Basic
C101974,Kavya Gupta,Male,58.0,Chennai,Tamil Nadu,2025-02-12,Google Ads,Standard
C101975,Rohan Rao,Male,28.0,Delhi,Delhi,2024-02-06,Email,Standard
C101976,Kavya Singh,Male,28.0,Pune,Maharashtra,2025-11-11,Organic Search,Standard
C101977,Nikhil Das,Male,42.0,Kakinada,Andhra Pradesh,2024-09-06,Email,Premium
C101978,Rahul Sharma,Male,58.0,Kakinada,Andhra Pradesh,2024-02-11,Referral,Standard
C101979,Sneha Varma,Female,23.0,Chennai,Tamil Nadu,2025-08-02,Email,Standard
C101980,Nikhil Naidu,Female,38.0,Kolkata,West Bengal,2025-04-25,Instagram,Premium
C101981,Ananya Naidu,Male,28.0,Bengaluru,Karnataka,2025-03-30,Google Ads,Standard
C101982,Sanjay Patel,Male,58.0,Chennai,Tamil Nadu,2024-02-09,Instagram,Standard
C101983,Sanjay Varma,Male,60.0,Kolkata,West Bengal,2025-07-02,Google Ads,Premium
C101984,Nikhil Singh,Male,22.0,Kolkata,West Bengal,2025-04-10,Organic Search,Standard
C101985,Rahul Sharma,Male,24.0,Kakinada,Andhra Pradesh,2025-08-02,Instagram,Basic
C101986,Ananya Reddy,Male,25.0,Chennai,Tamil Nadu,2025-08-26,Instagram,Standard
C101987,Priya Naidu,Male,56.0,Kakinada,Andhra Pradesh,2024-06-03,Organic Search,Basic
C101988,Meera Varma,Female,61.0,Kakinada,Andhra Pradesh,2024-06-02,Organic Search,Basic
C101989,Sneha Naidu,Female,35.0,Pune,Maharashtra,2025-11-05,Referral,Basic
C101990,Nikhil Gupta,Female,25.0,Hyderabad,Telangana,2025-01-22,Google Ads,Standard
C101991,Aarav Naidu,Male,49.0,Delhi,Delhi,2024-11-15,Google Ads,Basic
C101992,Sai Kumar,Female,60.0,Ahmedabad,Gujarat,2024-07-28,Email,Standard
C101993,Kavya Sharma,Male,61.0,Pune,Maharashtra,2025-04-11,Organic Search,Standard
C101994,Vihaan Kumar,Male,39.0,Kakinada,Andhra Pradesh,2025-07-04,Instagram,Standard
C101995,Sanjay Rao,Female,55.0,Visakhapatnam,Andhra Pradesh,2024-01-02,YouTube,Standard
C101996,Kiran Rao,Male,63.0,Hyderabad,Telangana,2025-02-07,Email,Basic
C101997,Aditya Sharma,Male,57.0,Visakhapatnam,Andhra Pradesh,2025-12-26,Organic Search,Standard
C101998,Vihaan Rao,Female,40.0,Delhi,Delhi,2024-07-23,Instagram,Premium
C101999,Sanjay Naidu,Female,30.0,Visakhapatnam,Andhra Pradesh,2024-07-24,YouTube,Premium
C102000,Vihaan Singh,Female,35.0,Pune,Maharashtra,2025-10-03,Referral,Standard
C102001,Divya Reddy,Male,35.0,Chennai,Tamil Nadu,2024-02-15,Google Ads,Basic
C102002,Rohan Naidu,Male,65.0,Hyderabad,Telangana,2024-10-17,Google Ads,Basic
C102003,Kavya Patel,Other,53.0,Bengaluru,Karnataka,2024-11-30,Google Ads,Premium
C102004,Nikhil Kumar,Male,59.0,Pune,Maharashtra,2025-08-05,Instagram,Premium
C102005,Kavya Gupta,Male,55.0,Pune,Maharashtra,2024-04-04,Instagram,Premium
C102006,Sneha Singh,Male,40.0,Pune,Maharashtra,2024-11-12,Google Ads,Standard
C102007,Vihaan Kumar,Female,55.0,Bengaluru,Karnataka,2024-04-21,Referral,Standard
C102008,Aditya Patel,Female,48.0,Pune,Maharashtra,2025-07-28,Email,Standard
C102009,Divya Patel,Male,53.0,Hyderabad,Telangana,2025-04-06,Organic Search,Standard
C102010,Priya Varma,Female,32.0,Bengaluru,Karnataka,2024-12-28,Referral,Premium
C102011,Sanjay Patel,Male,29.0,Chennai,Tamil Nadu,2024-10-13,Instagram,Standard
C102012,Nikhil Das,Female,26.0,Kolkata,West Bengal,2024-04-21,Google Ads,Standard
C102013,Kiran Reddy,Male,31.0,Kolkata,West Bengal,2025-11-03,Email,Standard
C102014,Kiran Sharma,Male,64.0,Kakinada,Andhra Pradesh,2025-04-17,Organic Search,Standard
C102015,Sai Gupta,Male,63.0,Visakhapatnam,Andhra Pradesh,2024-08-20,Google Ads,Basic
C102016,Vihaan Gupta,Other,25.0,Delhi,Delhi,2024-10-29,YouTube,Premium
C102017,Aditya Naidu,Female,44.0,Ahmedabad,Gujarat,2025-06-14,Organic Search,Basic
C102018,Aditya Sharma,Female,63.0,Hyderabad,Telangana,2025-06-09,Organic Search,Standard
C102019,Kiran Varma,Male,54.0,Visakhapatnam,Andhra Pradesh,2024-12-02,Email,Standard
C102020,Aditya Kumar,Male,47.0,Delhi,Delhi,2024-08-09,Google Ads,Premium
C102021,Ananya Das,Male,46.0,Ahmedabad,Gujarat,2025-04-26,YouTube,Standard
C102022,Rahul Kumar,Male,33.0,Kakinada,Andhra Pradesh,2025-04-25,YouTube,Premium
C102023,Rahul Singh,Male,62.0,Ahmedabad,Gujarat,2025-03-13,Organic Search,Standard
C102024,Vihaan Varma,Female,21.0,Kakinada,Andhra Pradesh,2024-02-23,Organic Search,Standard
C102025,Nikhil Das,Female,59.0,Hyderabad,Telangana,2024-12-11,YouTube,Basic
C102026,Priya Reddy,Female,59.0,Bengaluru,Karnataka,2025-03-24,Organic Search,Standard
C102027,Ananya Naidu,Male,30.0,Kolkata,West Bengal,2025-11-24,Instagram,Basic
C102028,Rohan Sharma,Male,42.0,Pune,Maharashtra,2025-01-18,Referral,Standard
C102029,Arjun Naidu,Female,60.0,Bengaluru,Karnataka,2024-09-07,Email,Basic
C102030,Kiran Gupta,Male,40.0,Ahmedabad,Gujarat,2025-02-09,Organic Search,Premium
C102031,Kavya Reddy,Female,32.0,Hyderabad,Telangana,2024-05-09,Referral,Basic
C102032,Priya Patel,Female,21.0,Kakinada,Andhra Pradesh,2024-03-07,Referral,Standard
C102033,Sanjay Singh,Male,39.0,Bengaluru,Karnataka,2025-05-10,YouTube,Standard
C102034,Ananya Singh,Male,31.0,Chennai,Tamil Nadu,2025-12-20,Google Ads,Standard
C102035,Nikhil Patel,Female,58.0,Visakhapatnam,Andhra Pradesh,2025-09-09,Instagram,Premium
C102036,Meera Naidu,Female,59.0,Pune,Maharashtra,2025-03-02,Email,Premium
C102037,Aarav Reddy,Female,33.0,Ahmedabad,Gujarat,2024-01-30,Google Ads,Standard
C102038,Priya Das,Female,28.0,Ahmedabad,Gujarat,2025-12-22,Google Ads,Basic
C102039,Rohan Varma,Female,31.0,Kakinada,Andhra Pradesh,2024-11-24,Email,Basic
C102040,Rohan Kumar,Male,37.0,Chennai,Tamil Nadu,2024-07-30,YouTube,Premium
C102041,Ananya Gupta,Female,50.0,Kakinada,Andhra Pradesh,2025-10-13,Google Ads,Standard
C102042,Sai Gupta,Female,25.0,Pune,Maharashtra,2025-06-28,Google Ads,Standard
C102043,Aditya Naidu,Male,65.0,Visakhapatnam,Andhra Pradesh,2025-07-01,Referral,Standard
C102044,Nikhil Kumar,Male,51.0,Ahmedabad,Gujarat,2024-07-21,Email,Standard
C102045,Priya Naidu,Female,24.0,Bengaluru,Karnataka,2025-12-25,Google Ads,Standard
C102046,Divya Das,Female,33.0,Kolkata,West Bengal,2024-11-26,Google Ads,Standard
C102047,Vihaan Rao,Male,51.0,Visakhapatnam,Andhra Pradesh,2025-01-22,Email,Premium
C102048,Sanjay Singh,Female,42.0,Bengaluru,Karnataka,2025-07-02,YouTube,Premium
C102049,Arjun Reddy,Female,43.0,Visakhapatnam,Andhra Pradesh,2025-04-26,Google Ads,Premium
C102050,Kiran Naidu,Female,19.0,Bengaluru,Karnataka,2024-05-05,Referral,Standard
C102051,Aarav Reddy,Male,37.0,Visakhapatnam,Andhra Pradesh,2024-08-08,Organic Search,Standard
C102052,Sanjay Patel,Male,47.0,Ahmedabad,Gujarat,2024-09-20,Instagram,Standard
C102053,Sneha Reddy,Male,53.0,Bengaluru,Karnataka,2025-11-22,Organic Search,Basic
C102054,Sanjay Naidu,Female,39.0,Ahmedabad,Gujarat,2025-06-05,Google Ads,Standard
C102055,Sneha Reddy,Female,44.0,Bengaluru,Karnataka,2024-09-24,Instagram,Premium
C102056,Rahul Kumar,Male,28.0,Pune,Maharashtra,2025-06-20,Instagram,Premium
C102057,Divya Singh,Female,56.0,Kakinada,Andhra Pradesh,2025-06-23,Instagram,Basic
C102058,Vihaan Reddy,Male,51.0,Mumbai,Maharashtra,2024-10-14,Organic Search,Standard
C102059,Arjun Kumar,Female,53.0,Bengaluru,Karnataka,2024-10-21,Email,Basic
C102060,Kiran Rao,Male,50.0,Chennai,Tamil Nadu,2025-10-14,Organic Search,Basic
C102061,Arjun Varma,Female,65.0,Delhi,Delhi,2025-02-14,Organic Search,Basic
C102062,Rohan Rao,Female,60.0,Hyderabad,Telangana,2024-04-19,Google Ads,Basic
C102063,Sneha Gupta,Female,56.0,Chennai,Tamil Nadu,2025-06-09,YouTube,Standard
C102064,Divya Gupta,Male,34.0,Mumbai,Maharashtra,2025-03-06,Organic Search,Standard
C102065,Sneha Singh,Male,21.0,Bengaluru,Karnataka,2025-01-06,Google Ads,Basic
C102066,Aarav Gupta,Male,18.0,Mumbai,Maharashtra,2025-06-13,Organic Search,Standard
C102067,Sai Naidu,Female,55.0,Hyderabad,Telangana,2025-10-24,Organic Search,Basic
C102068,Aarav Varma,Male,61.0,Kakinada,Andhra Pradesh,2024-08-29,Referral,Basic
C102069,Arjun Varma,Female,49.0,Kakinada,Andhra Pradesh,2024-11-02,Instagram,Standard
C102070,Vihaan Reddy,Female,52.0,Delhi,Delhi,2024-05-18,Google Ads,Standard
C102071,Priya Naidu,Male,22.0,Visakhapatnam,Andhra Pradesh,2025-04-17,YouTube,Standard
C102072,Sai Rao,Male,45.0,Chennai,Tamil Nadu,2024-10-20,Email,Standard
C102073,Nikhil Varma,Male,47.0,Kakinada,Andhra Pradesh,2024-09-06,Organic Search,Standard
C102074,Arjun Rao,Female,25.0,Bengaluru,Karnataka,2025-05-23,YouTube,Standard
C102075,Divya Gupta,Other,54.0,Mumbai,Maharashtra,2024-10-24,Instagram,Basic
C102076,Kavya Kumar,Male,34.0,Ahmedabad,Gujarat,2024-12-04,YouTube,Basic
C102077,Meera Sharma,Other,27.0,Mumbai,Maharashtra,2024-11-17,Referral,Standard
C102078,Rohan Sharma,Male,51.0,Visakhapatnam,Andhra Pradesh,2024-07-07,Organic Search,Basic
C102079,Kavya Naidu,Male,38.0,Chennai,Tamil Nadu,2024-04-01,Google Ads,Premium
C102080,Nikhil Sharma,Female,43.0,Chennai,Tamil Nadu,2025-08-26,Google Ads,Standard
C102081,Nikhil Singh,Female,44.0,Chennai,Tamil Nadu,2024-03-07,Google Ads,Basic
C102082,Aarav Naidu,Male,47.0,Ahmedabad,Gujarat,2024-08-25,Google Ads,Basic
C102083,Rahul Reddy,Female,37.0,Hyderabad,Telangana,2025-05-02,Instagram,Standard
C102084,Vihaan Kumar,Female,57.0,Ahmedabad,Gujarat,2024-04-05,Google Ads,Standard
C102085,Kavya Naidu,Female,60.0,Ahmedabad,Gujarat,2025-04-23,Email,Standard
C102086,Arjun Rao,Female,41.0,Visakhapatnam,Andhra Pradesh,2025-06-19,YouTube,Standard
C102087,Sanjay Singh,Male,26.0,Kakinada,Andhra Pradesh,2025-04-28,Instagram,Standard
C102088,Sanjay Gupta,Male,31.0,Ahmedabad,Gujarat,2024-08-10,Instagram,Premium
C102089,Rahul Sharma,Female,55.0,Pune,Maharashtra,2024-01-15,Referral,Basic
C102090,Kiran Patel,Female,30.0,Chennai,Tamil Nadu,2025-10-09,Email,Premium
C102091,Aditya Patel,Male,55.0,Delhi,Delhi,2024-08-26,Email,Standard
C102092,Sai Sharma,Male,49.0,Visakhapatnam,Andhra Pradesh,2025-08-10,YouTube,Standard
C102093,Vihaan Naidu,Male,39.0,Delhi,Delhi,2024-05-24,Google Ads,Premium
C102094,Divya Naidu,Female,24.0,Pune,Maharashtra,2024-04-28,Referral,Premium
C102095,Arjun Rao,Male,43.0,Hyderabad,Telangana,2025-07-22,YouTube,Premium
C102096,Arjun Rao,Male,51.0,Delhi,Delhi,2025-11-17,Email,Standard
C102097,Sai Patel,Male,25.0,Mumbai,Maharashtra,2025-09-20,Referral,Standard
C102098,Meera Singh,Female,57.0,Chennai,Tamil Nadu,2025-07-02,YouTube,Standard
C102099,Priya Sharma,Female,27.0,Pune,Maharashtra,2024-06-29,Google Ads,Standard
C102100,Rohan Reddy,Male,37.0,Ahmedabad,Gujarat,2025-10-28,Instagram,Basic
C102101,Nikhil Varma,Male,43.0,Chennai,Tamil Nadu,2025-05-02,Instagram,Basic
C102102,Arjun Patel,Male,53.0,Bengaluru,Karnataka,2024-05-05,Organic Search,Standard
C102103,Ananya Das,Female,28.0,Pune,Maharashtra,2024-04-04,Organic Search,Standard
C102104,Divya Singh,Female,34.0,Hyderabad,Telangana,2025-09-27,Google Ads,Standard
C102105,Nikhil Varma,Female,56.0,Visakhapatnam,Andhra Pradesh,2024-07-19,Google Ads,Standard
C102106,Rahul Varma,Female,33.0,Ahmedabad,Gujarat,2025-07-13,Referral,Standard
C102107,Priya Singh,Male,47.0,Mumbai,Maharashtra,2024-04-11,Instagram,Standard
C102108,Sneha Sharma,Male,37.0,Mumbai,Maharashtra,2024-07-23,Organic Search,Standard
C102109,Aarav Singh,Male,20.0,Hyderabad,Telangana,2024-07-25,Google Ads,Standard
C102110,Rohan Patel,Male,42.0,Delhi,Delhi,2024-07-24,Organic Search,Basic
C102111,Sneha Rao,Male,35.0,Hyderabad,Telangana,2025-05-07,Organic Search,Premium
C102112,Priya Sharma,Female,30.0,Kakinada,Andhra Pradesh,2025-10-29,Google Ads,Standard
C102113,Ananya Das,Male,59.0,Bengaluru,Karnataka,2025-10-26,Email,Premium
C102114,Divya Das,Female,55.0,Kolkata,West Bengal,2025-06-25,Organic Search,Basic
C102115,Priya Rao,Male,31.0,Pune,Maharashtra,2024-05-27,Google Ads,Standard
C102116,Meera Naidu,Male,43.0,Mumbai,Maharashtra,2025-12-02,Google Ads,Standard
C102117,Sai Sharma,Female,52.0,Visakhapatnam,Andhra Pradesh,2025-01-30,Organic Search,Standard
C102118,Arjun Rao,Male,20.0,Bengaluru,Karnataka,2025-02-02,Email,Premium
C102119,Rahul Naidu,Male,22.0,Visakhapatnam,Andhra Pradesh,2025-05-27,Organic Search,Basic
C102120,Sanjay Rao,Male,43.0,Ahmedabad,Gujarat,2025-07-15,Google Ads,Basic
C102121,Arjun Reddy,Female,62.0,Kolkata,West Bengal,2025-11-26,Organic Search,Standard
C102122,Aarav Naidu,Male,62.0,Visakhapatnam,Andhra Pradesh,2025-03-01,Email,Standard
C102123,Aarav Varma,Female,39.0,Chennai,Tamil Nadu,2025-03-21,Google Ads,Standard
C102124,Kavya Varma,Other,51.0,Mumbai,Maharashtra,2025-06-28,Google Ads,Standard
C102125,Sanjay Kumar,Female,41.0,Bengaluru,Karnataka,2024-07-05,Google Ads,Basic
C102126,Aditya Naidu,Male,61.0,Kakinada,Andhra Pradesh,2024-08-12,Organic Search,Premium
C102127,Meera Sharma,Female,45.0,Chennai,Tamil Nadu,2025-04-01,Instagram,Basic
C102128,Priya Gupta,Male,60.0,Visakhapatnam,Andhra Pradesh,2024-02-16,Organic Search,Basic
C102129,Rohan Varma,Female,35.0,Delhi,Delhi,2024-08-21,Google Ads,Standard
C102130,Nikhil Sharma,Female,62.0,Kakinada,Andhra Pradesh,2025-06-08,Organic Search,Standard
C102131,Divya Naidu,Male,52.0,Visakhapatnam,Andhra Pradesh,2025-12-13,Instagram,Standard
C102132,Arjun Gupta,Male,54.0,Delhi,Delhi,2025-01-14,Organic Search,Standard
C102133,Priya Naidu,Female,18.0,Chennai,Tamil Nadu,2024-10-18,Referral,Standard
C102134,Aarav Patel,Female,56.0,Ahmedabad,Gujarat,2024-11-17,Email,Premium
C102135,Kiran Naidu,Female,25.0,Mumbai,Maharashtra,2025-05-15,YouTube,Premium
C102136,Rahul Das,Male,62.0,Hyderabad,Telangana,2025-02-01,Instagram,Standard
C102137,Kiran Sharma,Female,27.0,Mumbai,Maharashtra,2024-01-17,Instagram,Basic
C102138,Rahul Das,Female,57.0,Pune,Maharashtra,2025-01-28,Instagram,Premium
C102139,Priya Kumar,Female,48.0,Bengaluru,Karnataka,2024-10-19,Referral,Premium
C102140,Rohan Das,Male,36.0,Delhi,Delhi,2025-05-26,Organic Search,Premium
C102141,Rohan Reddy,Female,60.0,Kakinada,Andhra Pradesh,2025-09-30,Instagram,Premium
C102142,Aditya Singh,Female,36.0,Hyderabad,Telangana,2025-12-03,Organic Search,Basic
C102143,Rohan Kumar,Male,21.0,Hyderabad,Telangana,2025-03-21,Google Ads,Standard
C102144,Sanjay Naidu,Male,21.0,Chennai,Tamil Nadu,2024-09-21,YouTube,Standard
C102145,Priya Gupta,Male,58.0,Hyderabad,Telangana,2024-11-20,Google Ads,Standard
C102146,Meera Das,Male,36.0,Hyderabad,Telangana,2024-05-08,YouTube,Basic
C102147,Vihaan Kumar,Female,57.0,Bengaluru,Karnataka,2025-11-14,Referral,Standard
C102148,Ananya Reddy,Male,18.0,Bengaluru,Karnataka,2025-09-10,YouTube,Basic
C102149,Aditya Rao,Female,21.0,Visakhapatnam,Andhra Pradesh,2025-09-15,Email,Standard
C102150,Kiran Gupta,Male,65.0,Bengaluru,Karnataka,2024-08-27,Google Ads,Basic
C102151,Kavya Singh,Female,24.0,Pune,Maharashtra,2024-08-23,Organic Search,Standard
C102152,Arjun Naidu,Female,51.0,Ahmedabad,Gujarat,2025-09-17,Referral,Basic
C102153,Aditya Gupta,Female,34.0,Kolkata,West Bengal,2025-02-01,Google Ads,Standard
C102154,Rohan Naidu,Female,42.0,Kolkata,West Bengal,2025-05-29,Referral,Standard
C102155,Kavya Singh,Male,23.0,Delhi,Delhi,2024-12-23,Organic Search,Standard
C102156,Priya Das,Female,30.0,Visakhapatnam,Andhra Pradesh,2024-11-19,Organic Search,Standard
C102157,Meera Varma,Female,54.0,Hyderabad,Telangana,2025-04-06,Instagram,Standard
C102158,Aarav Naidu,Male,43.0,Bengaluru,Karnataka,2025-08-16,Organic Search,Premium
C102159,Rahul Das,Other,42.0,Visakhapatnam,Andhra Pradesh,2024-08-31,Google Ads,Basic
C102160,Kiran Patel,Male,63.0,Hyderabad,Telangana,2025-08-13,Instagram,Standard
C102161,Arjun Naidu,Female,37.0,Bengaluru,Karnataka,2024-06-27,Instagram,Premium
C102162,Aditya Patel,Male,56.0,Bengaluru,Karnataka,2024-10-21,Instagram,Standard
C102163,Rahul Sharma,Female,52.0,Hyderabad,Telangana,2025-10-28,Email,Standard
C102164,Kiran Singh,Male,40.0,Bengaluru,Karnataka,2025-11-27,Google Ads,Premium
C102165,Sai Patel,Male,32.0,Pune,Maharashtra,2025-11-05,Instagram,Standard
C102166,Sneha Singh,Male,34.0,Kolkata,West Bengal,2024-08-18,Google Ads,Standard
C102167,Sai Das,Other,59.0,Hyderabad,Telangana,2025-09-07,Organic Search,Basic
C102168,Meera Das,Male,32.0,Kakinada,Andhra Pradesh,2025-11-14,Email,Standard
C102169,Sanjay Varma,Female,49.0,Hyderabad,Telangana,2025-12-15,Referral,Standard
C102170,Kiran Gupta,Female,23.0,Kolkata,West Bengal,2024-01-16,Organic Search,Standard
C102171,Aarav Patel,Female,34.0,Visakhapatnam,Andhra Pradesh,2025-06-27,Instagram,Standard
C102172,Vihaan Sharma,Male,62.0,Pune,Maharashtra,2025-12-28,Organic Search,Basic
C102173,Kiran Sharma,Female,43.0,Chennai,Tamil Nadu,2025-07-12,Instagram,Basic
C102174,Vihaan Varma,Female,57.0,Bengaluru,Karnataka,2024-06-19,Instagram,Basic
C102175,Rahul Kumar,Male,30.0,Mumbai,Maharashtra,2025-07-10,Google Ads,Standard
C102176,Kiran Rao,Male,54.0,Visakhapatnam,Andhra Pradesh,2024-03-17,Instagram,Premium
C102177,Kiran Naidu,Female,65.0,Delhi,Delhi,2024-12-16,Instagram,Standard
C102178,Kavya Varma,Male,62.0,Hyderabad,Telangana,2025-04-02,Organic Search,Premium
C102179,Aarav Rao,Male,38.0,Ahmedabad,Gujarat,2024-11-29,Google Ads,Standard
C102180,Arjun Patel,Male,50.0,Kolkata,West Bengal,2025-05-25,Instagram,Standard
C102181,Divya Varma,Female,61.0,Hyderabad,Telangana,2024-06-24,Email,Standard
C102182,Meera Das,Female,,Hyderabad,Telangana,2025-03-18,Email,Standard
C102183,Kiran Patel,Female,64.0,Bengaluru,Karnataka,2025-04-15,YouTube,Standard
C102184,Sneha Varma,Female,19.0,Hyderabad,Telangana,2025-04-07,Instagram,Standard
C102185,Rahul Varma,Male,43.0,Kolkata,West Bengal,2024-07-30,Organic Search,Standard
C102186,Kiran Varma,Male,55.0,Bengaluru,Karnataka,2024-08-10,Email,Standard
C102187,Aditya Sharma,Male,53.0,Kolkata,West Bengal,2024-07-07,Referral,Standard
C102188,Ananya Das,Male,25.0,Bengaluru,Karnataka,2024-12-03,Google Ads,Standard
C102189,Arjun Patel,Male,45.0,Kakinada,Andhra Pradesh,2025-03-03,Google Ads,Standard
C102190,Kavya Gupta,Female,25.0,Ahmedabad,Gujarat,2024-09-21,Instagram,Basic
C102191,Rahul Reddy,Male,22.0,Delhi,Delhi,2024-10-26,Email,Basic
C102192,Aarav Patel,Male,23.0,Chennai,Tamil Nadu,2024-07-28,Email,Premium
C102193,Sneha Sharma,Male,63.0,Hyderabad,Telangana,2024-06-08,Instagram,Standard
C102194,Sai Sharma,Male,31.0,Hyderabad,Telangana,2025-04-24,Google Ads,Basic
C102195,Meera Varma,Male,39.0,Pune,Maharashtra,2025-08-18,YouTube,Basic
C102196,Vihaan Naidu,Male,30.0,Hyderabad,Telangana,2024-07-31,Referral,Premium
C102197,Sai Reddy,Male,60.0,Kolkata,West Bengal,2025-09-20,Referral,Basic
C102198,Meera Sharma,Female,60.0,Delhi,Delhi,2025-02-20,YouTube,Basic
C102199,Aarav Gupta,Female,49.0,Bengaluru,Karnataka,2024-05-02,Instagram,Basic
C102200,Sneha Singh,Female,57.0,Pune,Maharashtra,2024-09-24,Email,Standard
C102201,Vihaan Naidu,Female,23.0,Pune,Maharashtra,2024-01-06,Organic Search,Standard
C102202,Sneha Patel,Female,65.0,Ahmedabad,Gujarat,2024-01-29,Google Ads,Standard
C102203,Meera Gupta,Female,38.0,Bengaluru,Karnataka,2024-09-02,Google Ads,Standard
C102204,Priya Varma,Female,37.0,Pune,Maharashtra,2024-11-27,Organic Search,Standard
C102205,Sai Gupta,Female,27.0,Visakhapatnam,Andhra Pradesh,2025-08-05,Instagram,Premium
C102206,Rahul Rao,Male,60.0,Mumbai,Maharashtra,2024-04-08,Instagram,Basic
C102207,Meera Patel,Male,26.0,Visakhapatnam,Andhra Pradesh,2025-09-04,Google Ads,Standard
C102208,Arjun Rao,Male,59.0,Ahmedabad,Gujarat,2024-06-20,Organic Search,Standard
C102209,Sneha Rao,Male,52.0,Chennai,Tamil Nadu,2024-04-10,Google Ads,Standard
C102210,Sanjay Kumar,Female,55.0,Visakhapatnam,Andhra Pradesh,2025-05-25,Google Ads,Basic
C102211,Aarav Varma,Male,19.0,Kakinada,Andhra Pradesh,2025-07-19,Google Ads,Basic
C102212,Sai Naidu,Female,53.0,Mumbai,Maharashtra,2025-03-17,Google Ads,Standard
C102213,Aarav Gupta,Female,64.0,Kakinada,Andhra Pradesh,2024-03-25,Organic Search,Standard
C102214,Sanjay Singh,Female,36.0,Hyderabad,Telangana,2024-03-25,Organic Search,Standard
C102215,Sneha Singh,Male,39.0,Bengaluru,Karnataka,2024-10-11,Google Ads,Standard
C102216,Sai Sharma,Male,23.0,Hyderabad,Telangana,2024-11-24,Email,Basic
C102217,Sneha Varma,Male,41.0,Delhi,Delhi,2025-12-29,Email,Basic
C102218,Aditya Rao,Other,50.0,Kakinada,Andhra Pradesh,2024-07-28,Organic Search,Premium
C102219,Sneha Varma,Female,32.0,Kolkata,West Bengal,2024-05-20,Referral,Standard
C102220,Priya Varma,Female,53.0,Kolkata,West Bengal,2025-11-21,Instagram,Standard
C102221,Aditya Gupta,Female,22.0,Hyderabad,Telangana,2024-04-22,Email,Standard
C102222,Sanjay Gupta,Female,50.0,Pune,Maharashtra,2024-01-20,Email,Standard
C102223,Meera Sharma,Female,46.0,Delhi,Delhi,2024-11-04,Email,Standard
C102224,Priya Naidu,Male,29.0,Chennai,Tamil Nadu,2024-10-19,Google Ads,Basic
C102225,Meera Rao,Male,34.0,Mumbai,Maharashtra,2025-03-28,Instagram,Standard
C102226,Nikhil Varma,Male,29.0,Mumbai,Maharashtra,2025-10-02,Instagram,Standard
C102227,Priya Gupta,Female,47.0,Kakinada,Andhra Pradesh,2025-11-12,Instagram,Standard
C102228,Rahul Reddy,Female,48.0,Pune,Maharashtra,2024-07-30,Instagram,Basic
C102229,Rohan Das,Female,44.0,Chennai,Tamil Nadu,2025-12-16,Google Ads,Basic
C102230,Kiran Reddy,Female,27.0,Hyderabad,Telangana,2025-04-06,Instagram,Basic
C102231,Sanjay Naidu,Female,28.0,Ahmedabad,Gujarat,2024-02-20,Google Ads,Standard
C102232,Kavya Singh,Male,56.0,Chennai,Tamil Nadu,2025-11-16,YouTube,Standard
C102233,Vihaan Sharma,Male,40.0,Delhi,Delhi,2024-04-10,Referral,Standard
C102234,Kavya Kumar,Female,38.0,Kolkata,West Bengal,2025-03-05,Google Ads,Basic
C102235,Arjun Sharma,Female,32.0,Bengaluru,Karnataka,2025-07-31,Organic Search,Standard
C102236,Meera Varma,Female,62.0,Pune,Maharashtra,2024-07-01,Referral,Premium
C102237,Sneha Reddy,Male,29.0,Visakhapatnam,Andhra Pradesh,2024-07-16,Instagram,Premium
C102238,Arjun Rao,Female,54.0,Chennai,Tamil Nadu,2024-12-13,Referral,Standard
C102239,Rohan Singh,Female,54.0,Hyderabad,Telangana,2025-10-07,Google Ads,Standard
C102240,Arjun Varma,Female,29.0,Mumbai,Maharashtra,2024-06-12,Referral,Premium
